scenario_id,project_id,company,state,allocation_share,credit_allocation_crore,allocation_rank
5,SEM-0003,Tata Electronics Private Limited,Assam,0.10940433902986811,547.0216951493405,4
5,SEM-0001,Micron Technology Inc.,Gujarat,0.09049203701219466,452.4601850609733,7
5,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.11469398624501669,573.4699312250834,1
5,SEM-0008,SiCSem Private Limited,Odisha,0.1121111964197604,560.555982098802,2
5,SEM-0007,3D Glass Solutions Inc.,Odisha,0.11181491402169762,559.074570108488,3
5,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.1051865596209015,525.9327981045075,5
5,SEM-0009,Continental Device India Private Limited,Punjab,0.09678900466275582,483.9450233137791,6
6,SEM-0002,Tata Electronics Private Limited,Gujarat,0.04611631219999565,230.58156099997825,11
6,SEM-0011,Crystal Matrix Limited,Gujarat,0.05136634033712128,256.8317016856064,10
6,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.04351893656719061,217.59468283595305,12
6,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.0631104886123599,315.5524430617995,8
6,SEM-0005,Kaynes Technology India Limited,Gujarat,0.0591043836409863,295.5219182049315,9
6,SEM-0003,Tata Electronics Private Limited,Assam,0.12309631659344128,615.4815829672064,1
6,SEM-0001,Micron Technology Inc.,Gujarat,0.08678353864234616,433.9176932117308,6
6,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.11783854728055748,589.1927364027874,2
6,SEM-0008,SiCSem Private Limited,Odisha,0.11266494265802002,563.3247132901001,3
6,SEM-0007,3D Glass Solutions Inc.,Odisha,0.11209960175436662,560.498008771833,4
6,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.09933195148217892,496.6597574108946,5
6,SEM-0009,Continental Device India Private Limited,Punjab,0.08496864023143558,424.8432011571779,7
7,SEM-0002,Tata Electronics Private Limited,Gujarat,0.024058088527393454,120.29044263696727,12
7,SEM-0011,Crystal Matrix Limited,Gujarat,0.06092266263217906,304.6133131608953,10
7,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.057893258390707775,289.46629195353887,11
7,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.07353829374109068,367.6914687054534,8
7,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07351776823956943,367.58884119784716,9
7,SEM-0003,Tata Electronics Private Limited,Assam,0.09473215902322359,473.6607951161179,7
7,SEM-0001,Micron Technology Inc.,Gujarat,0.10501434685080108,525.0717342540054,2
7,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10513112607126329,525.6556303563165,1
7,SEM-0008,SiCSem Private Limited,Odisha,0.1040717937569612,520.3589687848059,3
7,SEM-0007,3D Glass Solutions Inc.,Odisha,0.10393566385494167,519.6783192747083,4
7,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.100952484802295,504.762424011475,5
7,SEM-0009,Continental Device India Private Limited,Punjab,0.09623235410957381,481.1617705478691,6
8,SEM-0002,Tata Electronics Private Limited,Gujarat,0.03732730397559201,186.63651987796004,12
8,SEM-0011,Crystal Matrix Limited,Gujarat,0.0627558573253263,313.7792866266315,10
8,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.05706465878528653,285.32329392643265,11
8,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.07628890985089719,381.44454925448593,8
8,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07433060684534323,371.65303422671616,9
8,SEM-0003,Tata Electronics Private Limited,Assam,0.09844914111239696,492.2457055619848,5
8,SEM-0001,Micron Technology Inc.,Gujarat,0.10732038011708465,536.6019005854233,1
8,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10320910977302557,516.0455488651278,2
8,SEM-0008,SiCSem Private Limited,Odisha,0.10088494747539585,504.42473737697924,3
8,SEM-0007,3D Glass Solutions Inc.,Odisha,0.10061833330017526,503.09166650087633,4
8,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.09465370882976187,473.2685441488094,6
8,SEM-0009,Continental Device India Private Limited,Punjab,0.0870970426097147,435.4852130485735,7
9,SEM-0002,Tata Electronics Private Limited,Gujarat,0.059034107059740645,295.1705352987032,11
9,SEM-0011,Crystal Matrix Limited,Gujarat,0.0657547381841382,328.77369092069097,10
9,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.055709171828224255,278.5458591411213,12
9,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.08078857921633527,403.94289608167634,7
9,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07566031074710042,378.30155373550207,8
9,SEM-0003,Tata Electronics Private Limited,Assam,0.10452966626416448,522.6483313208224,2
9,SEM-0001,Micron Technology Inc.,Gujarat,0.1110927666769479,555.4638333847395,1
9,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10006492770188169,500.32463850940843,3
9,SEM-0008,SiCSem Private Limited,Odisha,0.09567165924720727,478.3582962360364,4
9,SEM-0007,3D Glass Solutions Inc.,Odisha,0.09519158886313926,475.9579443156963,5
9,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.0843496866936599,421.7484334682995,6
9,SEM-0009,Continental Device India Private Limited,Punjab,0.0721527975174608,360.76398758730403,9
10,SEM-0002,Tata Electronics Private Limited,Gujarat,0.024058088527393454,120.29044263696727,12
10,SEM-0011,Crystal Matrix Limited,Gujarat,0.06092266263217906,304.6133131608953,10
10,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.057893258390707775,289.46629195353887,11
10,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.07353829374109068,367.6914687054534,8
10,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07351776823956943,367.58884119784716,9
10,SEM-0003,Tata Electronics Private Limited,Assam,0.09473215902322359,473.6607951161179,7
10,SEM-0001,Micron Technology Inc.,Gujarat,0.10501434685080108,525.0717342540054,2
10,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10513112607126329,525.6556303563165,1
10,SEM-0008,SiCSem Private Limited,Odisha,0.1040717937569612,520.3589687848059,3
10,SEM-0007,3D Glass Solutions Inc.,Odisha,0.10393566385494167,519.6783192747083,4
10,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.100952484802295,504.762424011475,5
10,SEM-0009,Continental Device India Private Limited,Punjab,0.09623235410957381,481.1617705478691,6
11,SEM-0002,Tata Electronics Private Limited,Gujarat,0.03732730397559201,186.63651987796004,12
11,SEM-0011,Crystal Matrix Limited,Gujarat,0.0627558573253263,313.7792866266315,10
11,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.05706465878528653,285.32329392643265,11
11,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.07628890985089719,381.44454925448593,8
11,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07433060684534323,371.65303422671616,9
11,SEM-0003,Tata Electronics Private Limited,Assam,0.09844914111239696,492.2457055619848,5
11,SEM-0001,Micron Technology Inc.,Gujarat,0.10732038011708465,536.6019005854233,1
11,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10320910977302557,516.0455488651278,2
11,SEM-0008,SiCSem Private Limited,Odisha,0.10088494747539585,504.42473737697924,3
11,SEM-0007,3D Glass Solutions Inc.,Odisha,0.10061833330017526,503.09166650087633,4
11,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.09465370882976187,473.2685441488094,6
11,SEM-0009,Continental Device India Private Limited,Punjab,0.0870970426097147,435.4852130485735,7
12,SEM-0002,Tata Electronics Private Limited,Gujarat,0.059034107059740645,295.1705352987032,11
12,SEM-0011,Crystal Matrix Limited,Gujarat,0.0657547381841382,328.77369092069097,10
12,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.055709171828224255,278.5458591411213,12
12,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.08078857921633527,403.94289608167634,7
12,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07566031074710042,378.30155373550207,8
12,SEM-0003,Tata Electronics Private Limited,Assam,0.10452966626416448,522.6483313208224,2
12,SEM-0001,Micron Technology Inc.,Gujarat,0.1110927666769479,555.4638333847395,1
12,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10006492770188169,500.32463850940843,3
12,SEM-0008,SiCSem Private Limited,Odisha,0.09567165924720727,478.3582962360364,4
12,SEM-0007,3D Glass Solutions Inc.,Odisha,0.09519158886313926,475.9579443156963,5
12,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.0843496866936599,421.7484334682995,6
12,SEM-0009,Continental Device India Private Limited,Punjab,0.0721527975174608,360.76398758730403,9
13,SEM-0002,Tata Electronics Private Limited,Gujarat,0.024058088527393454,120.29044263696727,12
13,SEM-0011,Crystal Matrix Limited,Gujarat,0.06092266263217906,304.6133131608953,10
13,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.057893258390707775,289.46629195353887,11
13,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.07353829374109068,367.6914687054534,8
13,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07351776823956943,367.58884119784716,9
13,SEM-0003,Tata Electronics Private Limited,Assam,0.09473215902322359,473.6607951161179,7
13,SEM-0001,Micron Technology Inc.,Gujarat,0.10501434685080108,525.0717342540054,2
13,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10513112607126329,525.6556303563165,1
13,SEM-0008,SiCSem Private Limited,Odisha,0.1040717937569612,520.3589687848059,3
13,SEM-0007,3D Glass Solutions Inc.,Odisha,0.10393566385494167,519.6783192747083,4
13,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.100952484802295,504.762424011475,5
13,SEM-0009,Continental Device India Private Limited,Punjab,0.09623235410957381,481.1617705478691,6
14,SEM-0002,Tata Electronics Private Limited,Gujarat,0.03732730397559201,186.63651987796004,12
14,SEM-0011,Crystal Matrix Limited,Gujarat,0.0627558573253263,313.7792866266315,10
14,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.05706465878528653,285.32329392643265,11
14,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.07628890985089719,381.44454925448593,8
14,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07433060684534323,371.65303422671616,9
14,SEM-0003,Tata Electronics Private Limited,Assam,0.09844914111239696,492.2457055619848,5
14,SEM-0001,Micron Technology Inc.,Gujarat,0.10732038011708465,536.6019005854233,1
14,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10320910977302557,516.0455488651278,2
14,SEM-0008,SiCSem Private Limited,Odisha,0.10088494747539585,504.42473737697924,3
14,SEM-0007,3D Glass Solutions Inc.,Odisha,0.10061833330017526,503.09166650087633,4
14,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.09465370882976187,473.2685441488094,6
14,SEM-0009,Continental Device India Private Limited,Punjab,0.0870970426097147,435.4852130485735,7
15,SEM-0002,Tata Electronics Private Limited,Gujarat,0.059034107059740645,295.1705352987032,11
15,SEM-0011,Crystal Matrix Limited,Gujarat,0.0657547381841382,328.77369092069097,10
15,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.055709171828224255,278.5458591411213,12
15,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.08078857921633527,403.94289608167634,7
15,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07566031074710042,378.30155373550207,8
15,SEM-0003,Tata Electronics Private Limited,Assam,0.10452966626416448,522.6483313208224,2
15,SEM-0001,Micron Technology Inc.,Gujarat,0.1110927666769479,555.4638333847395,1
15,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10006492770188169,500.32463850940843,3
15,SEM-0008,SiCSem Private Limited,Odisha,0.09567165924720727,478.3582962360364,4
15,SEM-0007,3D Glass Solutions Inc.,Odisha,0.09519158886313926,475.9579443156963,5
15,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.0843496866936599,421.7484334682995,6
15,SEM-0009,Continental Device India Private Limited,Punjab,0.0721527975174608,360.76398758730403,9
16,SEM-0002,Tata Electronics Private Limited,Gujarat,0.024058088527393454,120.29044263696727,12
16,SEM-0011,Crystal Matrix Limited,Gujarat,0.06092266263217906,304.6133131608953,10
16,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.057893258390707775,289.46629195353887,11
16,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.07353829374109068,367.6914687054534,8
16,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07351776823956943,367.58884119784716,9
16,SEM-0003,Tata Electronics Private Limited,Assam,0.09473215902322359,473.6607951161179,7
16,SEM-0001,Micron Technology Inc.,Gujarat,0.10501434685080108,525.0717342540054,2
16,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10513112607126329,525.6556303563165,1
16,SEM-0008,SiCSem Private Limited,Odisha,0.1040717937569612,520.3589687848059,3
16,SEM-0007,3D Glass Solutions Inc.,Odisha,0.10393566385494167,519.6783192747083,4
16,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.100952484802295,504.762424011475,5
16,SEM-0009,Continental Device India Private Limited,Punjab,0.09623235410957381,481.1617705478691,6
17,SEM-0002,Tata Electronics Private Limited,Gujarat,0.03732730397559201,186.63651987796004,12
17,SEM-0011,Crystal Matrix Limited,Gujarat,0.0627558573253263,313.7792866266315,10
17,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.05706465878528653,285.32329392643265,11
17,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.07628890985089719,381.44454925448593,8
17,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07433060684534323,371.65303422671616,9
17,SEM-0003,Tata Electronics Private Limited,Assam,0.09844914111239696,492.2457055619848,5
17,SEM-0001,Micron Technology Inc.,Gujarat,0.10732038011708465,536.6019005854233,1
17,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10320910977302557,516.0455488651278,2
17,SEM-0008,SiCSem Private Limited,Odisha,0.10088494747539585,504.42473737697924,3
17,SEM-0007,3D Glass Solutions Inc.,Odisha,0.10061833330017526,503.09166650087633,4
17,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.09465370882976187,473.2685441488094,6
17,SEM-0009,Continental Device India Private Limited,Punjab,0.0870970426097147,435.4852130485735,7
18,SEM-0002,Tata Electronics Private Limited,Gujarat,0.059034107059740645,295.1705352987032,11
18,SEM-0011,Crystal Matrix Limited,Gujarat,0.0657547381841382,328.77369092069097,10
18,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.055709171828224255,278.5458591411213,12
18,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.08078857921633527,403.94289608167634,7
18,SEM-0005,Kaynes Technology India Limited,Gujarat,0.07566031074710042,378.30155373550207,8
18,SEM-0003,Tata Electronics Private Limited,Assam,0.10452966626416448,522.6483313208224,2
18,SEM-0001,Micron Technology Inc.,Gujarat,0.1110927666769479,555.4638333847395,1
18,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.10006492770188169,500.32463850940843,3
18,SEM-0008,SiCSem Private Limited,Odisha,0.09567165924720727,478.3582962360364,4
18,SEM-0007,3D Glass Solutions Inc.,Odisha,0.09519158886313926,475.9579443156963,5
18,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.0843496866936599,421.7484334682995,6
18,SEM-0009,Continental Device India Private Limited,Punjab,0.0721527975174608,360.76398758730403,9
19,SEM-0002,Tata Electronics Private Limited,Gujarat,0.02132029367344766,106.6014683672383,12
19,SEM-0011,Crystal Matrix Limited,Gujarat,0.05398970318059429,269.94851590297145,10
19,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.05130504317486633,256.52521587433165,11
19,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.06516968366040754,325.8484183020377,8
19,SEM-0005,Kaynes Technology India Limited,Gujarat,0.06515149394763257,325.75746973816285,9
19,SEM-0003,Tata Electronics Private Limited,Assam,0.10176900310613907,508.8450155306953,6
19,SEM-0001,Micron Technology Inc.,Gujarat,0.09306378236305157,465.3189118152579,7
19,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.11294042071895997,564.7021035947998,1
19,SEM-0008,SiCSem Private Limited,Odisha,0.11180239964252474,559.0119982126237,2
19,SEM-0007,3D Glass Solutions Inc.,Odisha,0.11165615781119408,558.2807890559703,3
19,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.10845138383153062,542.2569191576531,4
19,SEM-0009,Continental Device India Private Limited,Punjab,0.1033806348896516,516.903174448258,5
20,SEM-0002,Tata Electronics Private Limited,Gujarat,0.03147420619680592,157.37103098402963,12
20,SEM-0011,Crystal Matrix Limited,Gujarat,0.052915442133356666,264.57721066678334,10
20,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.048116650437248595,240.583252186243,11
20,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.06432644802707306,321.6322401353653,8
20,SEM-0005,Kaynes Technology India Limited,Gujarat,0.0626752161933212,313.37608096660597,9
20,SEM-0003,Tata Electronics Private Limited,Assam,0.10940433902986811,547.0216951493405,4
20,SEM-0001,Micron Technology Inc.,Gujarat,0.09049203701219466,452.4601850609733,7
20,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.11469398624501669,573.4699312250834,1
20,SEM-0008,SiCSem Private Limited,Odisha,0.1121111964197604,560.555982098802,2
20,SEM-0007,3D Glass Solutions Inc.,Odisha,0.11181491402169762,559.074570108488,3
20,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.1051865596209015,525.9327981045075,5
20,SEM-0009,Continental Device India Private Limited,Punjab,0.09678900466275582,483.9450233137791,6
21,SEM-0002,Tata Electronics Private Limited,Gujarat,0.04611631219999565,230.58156099997825,11
21,SEM-0011,Crystal Matrix Limited,Gujarat,0.05136634033712128,256.8317016856064,10
21,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.04351893656719061,217.59468283595305,12
21,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.0631104886123599,315.5524430617995,8
21,SEM-0005,Kaynes Technology India Limited,Gujarat,0.0591043836409863,295.5219182049315,9
21,SEM-0003,Tata Electronics Private Limited,Assam,0.12309631659344128,615.4815829672064,1
21,SEM-0001,Micron Technology Inc.,Gujarat,0.08678353864234616,433.9176932117308,6
21,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.11783854728055748,589.1927364027874,2
21,SEM-0008,SiCSem Private Limited,Odisha,0.11266494265802002,563.3247132901001,3
21,SEM-0007,3D Glass Solutions Inc.,Odisha,0.11209960175436662,560.498008771833,4
21,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.09933195148217892,496.6597574108946,5
21,SEM-0009,Continental Device India Private Limited,Punjab,0.08496864023143558,424.8432011571779,7
22,SEM-0002,Tata Electronics Private Limited,Gujarat,0.02132029367344766,106.6014683672383,12
22,SEM-0011,Crystal Matrix Limited,Gujarat,0.05398970318059429,269.94851590297145,10
22,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.05130504317486633,256.52521587433165,11
22,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.06516968366040754,325.8484183020377,8
22,SEM-0005,Kaynes Technology India Limited,Gujarat,0.06515149394763257,325.75746973816285,9
22,SEM-0003,Tata Electronics Private Limited,Assam,0.10176900310613907,508.8450155306953,6
22,SEM-0001,Micron Technology Inc.,Gujarat,0.09306378236305157,465.3189118152579,7
22,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.11294042071895997,564.7021035947998,1
22,SEM-0008,SiCSem Private Limited,Odisha,0.11180239964252474,559.0119982126237,2
22,SEM-0007,3D Glass Solutions Inc.,Odisha,0.11165615781119408,558.2807890559703,3
22,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.10845138383153062,542.2569191576531,4
22,SEM-0009,Continental Device India Private Limited,Punjab,0.1033806348896516,516.903174448258,5
23,SEM-0002,Tata Electronics Private Limited,Gujarat,0.03147420619680592,157.37103098402963,12
23,SEM-0011,Crystal Matrix Limited,Gujarat,0.052915442133356666,264.57721066678334,10
23,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.048116650437248595,240.583252186243,11
23,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.06432644802707306,321.6322401353653,8
23,SEM-0005,Kaynes Technology India Limited,Gujarat,0.0626752161933212,313.37608096660597,9
23,SEM-0003,Tata Electronics Private Limited,Assam,0.10940433902986811,547.0216951493405,4
23,SEM-0001,Micron Technology Inc.,Gujarat,0.09049203701219466,452.4601850609733,7
23,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.11469398624501669,573.4699312250834,1
23,SEM-0008,SiCSem Private Limited,Odisha,0.1121111964197604,560.555982098802,2
23,SEM-0007,3D Glass Solutions Inc.,Odisha,0.11181491402169762,559.074570108488,3
23,SEM-0010,Advanced System in Package Technologies Private Limited,Andhra Pradesh,0.1051865596209015,525.9327981045075,5
23,SEM-0009,Continental Device India Private Limited,Punjab,0.09678900466275582,483.9450233137791,6
24,SEM-0002,Tata Electronics Private Limited,Gujarat,0.04611631219999565,230.58156099997825,11
24,SEM-0011,Crystal Matrix Limited,Gujarat,0.05136634033712128,256.8317016856064,10
24,SEM-0012,Suchi Semicon Private Limited,Gujarat,0.04351893656719061,217.59468283595305,12
24,SEM-0004,CG Power and Industrial Solutions Limited,Gujarat,0.0631104886123599,315.5524430617995,8
24,SEM-0005,Kaynes Technology India Limited,Gujarat,0.0591043836409863,295.5219182049315,9
24,SEM-0003,Tata Electronics Private Limited,Assam,0.12309631659344128,615.4815829672064,1
24,SEM-0001,Micron Technology Inc.,Gujarat,0.08678353864234616,433.9176932117308,6
24,SEM-0006,Vama Sundari Investments (Delhi) Private Limited / Foxconn,Uttar Pradesh,0.11783854728055748,589.1927364027874,2
24,SEM-0008,SiCSem Private Limited,Odisha,0.11266494265802002,563.3247132901001,3
